Company Name,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year
Bharti Airtel Ltd.,475308,52886,18988,422475,-129726,365175,274669,901466,901466,279096,57300,416038,4036051.61,-126118,114378,3/31/2012,522474,47172,18988,468503,-127408,417533,314156,995061,995061,296843,50970,453509,3902477.66,-107259,138847,3/31/2013,647293,58185,19987,509103,-128583,443702,328726,1120348,1120348,313072,65401,499185,3980739.05,-170863,160220,3/31/2014,762742,115618,19987,606894,-114451,475300,354045,1438861,1438861,386021,131594,555200,3960143.95,-128423,179809,3/31/2015,1097304,68931,19987,621526,-171336,543723,380363,1922537,1922537,296649,77803,603003,3949552.18,-219893,194499,3/31/2016,992086,-104712,19987,651416,-229467,750672,377804,2019596,2019596,384810,-99256,622763,4013985.43,-242832,211655,3/31/2017,1008622,-14558,19987,550724,-296684,549932,348388,2177632,2177632,471702,792,536630,4013102.78,-162199,159543,3/31/2018,963072,-38680,19987,578762,-471061,597454,368089,2343514,2343514,627703,-18692,496060,3848047.75,-192839,108121,3/31/2019,983472,-360882,27278,581136,-460460,942018,630508,3088293,3088293,957216,-360882,543171,3788616.17,-207291,40264,3/31/2020,742599,-262887,27460,676975,-359002,928951,406667,2846633,2846633,740740,-251976,643259,3774788.03,-69821,343923,3/31/2021
Biocon Ltd.,19964,1393,1000,17494,7906,15353,13898,28308,28308,5701,2555,16036,380410.11,-1962,1605,3/31/2012,21068,1002,1000,20446,8144,17868,15998,30199,30199,6304,2757,19833,384852.33,-871,3480,3/31/2013,23177,2074,1000,23113,8613,19856,17667,32275,32275,6076,3244,22393,405082.44,466,1858,3/31/2014,24844,2582,1000,24326,11771,21106,18793,33487,33487,5725,3612,22742,406883.34,1462,1250,3/31/2015,59543,2579,423,26237,15016,22915,19583,71572,71572,8668,3686,23461,397638.72,-3211,2085,3/31/2016,64411,5193,1000,27176,16697,22448,20480,75316,75316,7110,5193,26184,391875.84,1104,1858,3/31/2017,64386,1692,3000,25551,12298,23184,21086,77908,77908,8389,2385,24255,391035.42,-5555,3552,3/31/2018,68154,4233,3000,32009,13475,27773,16407,83053,83053,10021,4927,17857,385992.9,3109,1095,3/31/2019,69373,3808,6000,25468,11991,21373,17348,83610,83610,7314,4409,19884,376808.31,-2129,3871,3/31/2020,73071,2805,6000,21786,15719,18614,16689,86261,86261,5536,2805,20284,379209.51,-6183,4784,3/31/2021
Birla Corporation Ltd.,21663.8,1855.1,770.1,27089.9,9141.5,24292.1,21745.6,41228.1,41228.1,6669.1,2392.1,25813.3,66524.92,-2510.3,2441.2,3/31/2012,23730.6,2069.1,770.1,31101.5,7689.2,29722.4,27043.5,45840.3,45840.3,6796.4,2698.2,29803.2,65970.48,-1105.2,1958.8,3/31/2013,24490.7,757.1,770.1,36028.9,13523.2,34339.7,31249.3,49570.3,49570.3,8862,1297.6,34603.6,66243.85,-3437.3,3621.7,3/31/2014,25471,1198.3,770.1,38400.7,16424.5,37046.2,34085.8,50843.5,50843.5,6381,1754.4,36753.3,66216.9,-75.5,2784.4,3/31/2015,28483.5,1120.7,770.1,39441.9,16894.6,37905.4,34761.3,56883.7,56883.7,9349.8,1676.8,37057.4,65131.12,-109,2481.3,3/31/2016,30971.1,1583.9,770.1,39749.6,5794.8,37356.9,34158.4,68981,68981,8047.5,2140,38286,65007.91,-10064.9,4595.6,3/31/2017,40514.4,548.9,770.1,39594.6,5647.3,38102.1,34799.5,81604.9,81604.9,9931.3,1151.3,38581.5,68038.07,-1297.5,4201.3,3/31/2018,41489.6,774.4,770.1,48197.5,4841.6,46651.5,42756,82768.5,82768.5,11178.3,1377.8,47162.1,65585.45,-1771,4398.6,3/31/2019,42714,2462.2,770.1,51938.4,5036.4,49241.1,44595.8,82925.9,82925.9,13163.9,3158.4,50916.6,64919.36,-3872.8,7374.1,3/31/2020,47502.7,3707.6,770.1,49473.7,5171.1,44830.4,41024.3,84132.4,84132.4,11941.5,4285.1,47817.2,64176.26,-61.8,6712.9,3/31/2021
Birlasoft Ltd.,5786,601.8,355.9,6288.5,-74.1,5541.8,4600.2,9535.7,9535.7,3005.7,746.7,6128.9,101120.07,-2306.7,962.4,3/31/2012,8485.9,828.5,385.6,7321.6,1913.5,6291.1,4952.5,13433.8,13433.8,3416.7,1030.5,7152.4,102197.01,-3729.2,1163.9,3/31/2013,10063.3,1240.2,371,9598.8,1598.2,8110.2,6474.6,16739.7,16739.7,5120.5,1491.6,9305.7,103022.2,-1835.3,802.4,3/31/2014,10052.6,1259.6,376.1,12809.6,2384.7,11286.4,9835.7,17419.7,17419.7,6072.3,1520.4,12582.1,99987.19,-903.8,2099.8,3/31/2015,11814.9,1518.7,375.7,12973.3,4039.1,10949.6,9690.3,17327.4,17327.4,3114.6,2031.7,12641,94462.65,-1235.1,3598.9,3/31/2016,13366.7,1441.9,376.4,13648.9,3586.7,11949.4,10676.3,19436.8,19436.8,4306.2,1692.9,13223.3,97399.75,-1541.2,1259.5,3/31/2017,14660.8,1272.5,379,14983,3934.4,13207.5,6711.8,21305.1,21305.1,5207.5,1775.5,8090.5,98071.09,-1358.6,2656.6,3/31/2018,11294,1122.3,548.3,16525.1,4854.1,14848.8,8198.5,16892,16892,4660,1676.3,10019.9,95819.31,1044.5,294.9,3/31/2019,11562.3,411.6,553.4,15019.4,5166.5,13611.9,11810.2,17237.3,17237.3,3397.4,1407.5,14621.6,92653.79,-443.7,2651.9,3/31/2020,13375.9,1381.4,554.6,16657.8,7820.8,14722.2,12717.6,18834.9,18834.9,3314.6,1935.6,16405.3,90161.75,-4435.1,5541.2,3/31/2021
Blue Dart Express Ltd.,6343.7,1167.2,237.3,15138.6,1398,13916.2,13123.2,9973.9,9973.9,1523,1222.4,14896,174874.87,-993.7,1051.3,12/31/2011,6259.3,-84.4,237.3,22059.2,1118.8,20172.6,18885.9,12915.1,12915.1,3662,1886.6,21620.6,174651.83,222.8,1821.9,3/31/2013,6115.3,-144,237.3,19762.1,1269.6,18518.1,17606.2,12415.9,12415.9,2687.7,1244,19325.1,174764.54,427.9,1197.1,3/31/2014,2733.4,-3305.5,237.3,22929.8,1690.7,21661.4,20432.5,13597.5,13597.5,3201.5,1268.4,22684.5,171106.88,318.6,1533.5,3/31/2015,4468.6,1326,237.3,25824.9,2780.1,23925.1,22197.6,16469.5,16469.5,3296.7,1899.8,25519.2,163515.13,-615.5,2712.1,3/31/2016,4979.6,538.9,237.3,27086.9,1095.3,25691.2,24148.3,18199.9,18199.9,5369.7,1395.7,26808.7,160850.48,-578.8,1429.3,3/31/2017,5974.9,992.6,237.3,28173.4,1553.9,26752.4,25314.7,18678.2,18678.2,5281.8,1421,27908.5,161653.67,-49,2098.8,3/31/2018,6410.1,518.4,237.3,31878.7,1618.2,31002.7,29941.9,20555.5,20555.5,6212.5,876,31662.9,159787.47,-464.3,1569.9,3/31/2019,5597.4,-740.5,237.3,31814.3,-712.7,32197.2,29793.8,22462.6,22462.6,7186.9,-382.9,31671.6,155039.51,-394.6,936.6,3/31/2020,6554.2,963.1,237.3,33014.8,702,32051.7,29352.9,25522.7,25522.7,9418.9,963.1,32798.9,155037.13,-3943.6,4488.5,3/31/2021
Blue Star Ltd.,4559.2,-996,179.9,27525.5,-317.1,27891.6,26463.7,24390.7,24390.7,15980.3,-891.5,27287.9,92153.13,-681.6,2604.2,3/31/2012,4763.9,201.7,179.9,28391.3,-703.4,28162.6,27137.9,24899.6,24899.6,16305.3,517.4,27990.3,92610.62,-187.7,399.9,3/31/2013,5116.1,352.2,179.9,28530.6,-32,28567.1,27178.7,26905,26905,17799.6,759,27934.5,92851.4,-245,841.1,3/31/2014,6071.1,984.1,179.9,32395.8,-497,30953.9,29122.7,26688.6,26688.6,16502.9,1525.3,30816.2,92470.96,-201.1,1922.2,3/31/2015,6100.4,-18.1,179.9,36661.1,188.4,36005.1,34454.8,26789,26789,17880.7,1269,35344.8,91315.2,-559.4,2707.8,3/31/2016,8986.5,1119.7,191.1,41809.9,2161.6,40901.1,39613.1,27935.5,27935.5,18324.6,1119.7,41103.6,90116.09,727.9,1289.6,3/31/2017,9290.5,457.4,192,43461.8,1272.5,44493.5,43046.4,33540.7,33540.7,23620,1322.1,42747,93212.58,-656.3,-290.1,3/31/2018,9417.4,58.2,192.6,48603.9,1243.8,45716.1,43041.8,33780.5,33780.5,23709.5,1217.9,47727,90390.58,-729.6,1472.6,3/31/2019,8304.3,-1053,192.6,48599.2,3.1,47385.2,45256.1,34447.2,34447.2,24731.3,1208.7,47852.4,87727.5,-580.9,3920.2,3/31/2020,8998.3,659.3,192.6,39044,4940.2,38129.8,35900.2,36232.1,36232.1,22858.5,659.3,38321,88209.07,-2456.9,3083.5,3/31/2021
Bombay Burmah Trdg. Corpn. Ltd.,2557.2,1251.4,139.5,4530.7,1105.2,3211.8,1281.5,5416,5416,721.3,1364.9,1383.6,67148.48,2471.9,-220.7,3/31/2012,2545.9,-55.6,139.5,2805.8,569.6,2848.6,2557.2,5796.6,5796.6,1496.3,189.3,2510.8,66743.8,101.7,-263.4,3/31/2013,2519.8,-30.4,139.5,2993.7,-321.8,2857.3,2526,5210.1,5210.1,1840.9,51.3,2815.1,65819.32,11.8,318.3,3/31/2014,2439.8,0.5,139.5,2824.4,-700.2,2889.4,2511.2,6831.7,6831.7,3207.6,70.3,2459.2,64818.1,-37.8,-157.7,3/31/2015,2605.4,-396.9,139.5,2761.7,-971.3,3033.3,2609.2,6548.5,6548.5,2939.9,-327.1,2508.8,63809.89,235.5,-76.5,3/31/2016,3131.7,-116,139.5,3198.5,-300.8,2897.6,2446.2,7167.8,7167.8,3217.9,-32,2707.1,63583.13,153.3,416.3,3/31/2017,2769,-342.4,139.5,2472.4,-818.7,2754.3,2393.2,7119.2,7119.2,2435.2,-258.3,2101.3,63056.35,-278.9,-194.5,3/31/2018,2430.6,-281.1,139.5,2767.8,-1140,3191.9,2749.9,7408.3,7408.3,3171.3,-197,2423.5,61545.79,201.4,-409.8,3/31/2019,2198.1,-254.4,139.5,2835.4,-3848.7,2981.7,2450.8,8068.7,8068.7,5607.4,-170.3,2150.6,60108.49,-123.1,-209.9,3/31/2020,2154.9,-55.7,139.5,3154.1,-5128.3,3121.8,2265.6,13587,13587,7401.9,28,2080.6,60478.28,-4101.4,-206.1,3/31/2021
Bosch Ltd.,46970,6303,314,91004,29396,81871,74389,71576,71576,19931,11231,86860,416307.15,1970,4446,12/31/2011,55419,7393,314,97441,33574,87298,79455,79370,79370,19306,9583,93571,414390.07,-8235,8712,12/31/2012,62629,6812,314,98213,34330,90601,82483,107954,107954,40814,8847,94801,423707.11,-8462,10570,12/31/2013,73156,10165,314,134786,29661,122078,109652,123785,123785,44988,13377,128799,419439.38,-11830,13963,3/31/2015,95035,12102,314,120366,22205,104227,84657,131332,131332,32009,15314,103592,408827.57,-9949,13177,3/31/2016,87691,11444,305,125094,27351,108880,93742,142178,142178,50480,17411,111713,407178.87,12460,14567,3/31/2017,99508,10402,305,123934,35084,109831,97420,166405,166405,62322,13708,118557,408916.05,-11714,17298,3/31/2018,90967,12301,295,129070,28033,114770,100596,156966,156966,62181,15980,120820,399696.33,17537,6054,3/31/2019,92399,2765,295,105733,28140,97001,80965,160321,160321,63811,6498,97385,393675.21,-8720,13352,3/31/2020,97926,1728,295,103321,37722,100019,86795,176024,176024,73208,4825,97086,391385.03,-3395,7114,3/31/2021
Brigade Enterprises Ltd.,10513,385.2,1122.5,6093.2,3908.4,6955.1,5156.5,26289.1,26289.1,6362.2,580.9,5361.8,104347.83,-2114.3,2335.1,3/31/2012,10958.5,445.5,1122.5,7881.2,2675.5,1190.3,-691,27546.7,27546.7,6418.5,642.5,6839.8,106410.35,-1140.9,1055.4,3/31/2013,11595.9,636,1122.5,9186.8,-3736.6,9251.9,7051.9,29549.3,29549.3,12256.9,898,7657.4,106859.73,-1586.3,4488.7,3/31/2014,12038.1,429.4,1127.4,10080.1,-4576.4,11741.3,9075.2,35689.9,35689.9,16109.8,700,8324.5,105073.74,-2403.6,-160.3,3/31/2015,14137.2,984.1,1131.8,16681.1,-2360.7,16054.3,12825.4,48580.3,48580.3,22077.5,1473.2,15782.7,102861.42,-4729.8,2129.1,3/31/2016,15806.1,1639.7,1136.6,16649.4,-1671.2,13659.9,9458,47292.5,47292.5,20400.6,1639.7,14993.4,103863.88,-3321.9,4137.9,3/31/2017,21920.3,1396.8,1360.7,13704.9,1809.7,11436.3,8021.9,57694.7,57694.7,19629,1805.1,12673.4,104808.73,-6380.6,692.1,3/31/2018,21708.7,2034,1361.8,19309.6,20590.4,21941.7,18075.2,75507.6,75507.6,34792.4,2342.2,18082.5,104762.64,1027.8,2295.1,3/31/2019,23104,2044.5,2043.8,19961.2,17733.9,16838.8,12940.9,77148,77148,35060.1,2608,18519.5,101732.22,-1940.1,2917.4,3/31/2020,25663.8,1445.6,2109.1,16369.3,17890.4,15884.2,12068.3,81655.8,81655.8,38253.1,1445.6,15229.2,103679.52,-1514,4192.9,3/31/2021
Brightcom Group Ltd.,4961.5,366.9,952.5,5131.5,1603.6,4653.8,4220.7,12664.7,12664.7,4721.5,477.7,5037.5,110884.81,-3848.5,-1193.5,3/31/2012,5197.1,101.5,952.5,6021.3,1602.8,5919.8,4941.4,11797.1,11797.1,4097.1,101.5,5904.8,116333.2,-221,239.5,3/31/2013,5171.8,91.6,952.5,6100.7,2262.1,6009.1,5180.5,10827.8,10827.8,3143.4,91.6,6038.4,110683.01,-1.3,297.8,3/31/2014,5105.6,17.4,952.5,5028.3,1788.9,5010.9,4728.6,9629,9629,2552.3,17.4,4915.8,113810.79,-2.3,737,3/31/2015,4986.2,-65.4,952.5,4594.1,1747,4659.5,4457.6,8863.2,8863.2,1953.8,-65.4,4579.5,108362.4,-2,32.8,3/31/2016,4900,-85.4,952.5,4664.2,1682,4692.3,4491,8866.3,8866.3,2069.3,-28.1,4664.1,104023.87,-2.7,98.9,3/31/2017,4877.6,-29.4,952.5,4564.7,1649.7,4594.1,4438.2,8928.6,8928.6,2155.1,-29.4,4552,100795.2,-2.3,19.9,3/31/2018,4877.6,-32.1,952.5,4640,1692.2,4672.1,4482.5,8906.4,8906.4,2065.3,-32.1,4585.7,95851.29,0,-75.6,3/31/2019,4855.6,-14.3,952.5,4813.3,1760.2,4827.6,4498.1,8615.5,8615.5,1717.2,-14.3,4665.9,91109.17,0.8,113.8,3/31/2020,5147.6,56.8,1015.3,3869.2,1997,3787,3736.6,8513.4,8513.4,1284.8,82.2,3659.8,86568.85,-0.1,127.6,3/31/2021
Britannia Industries Ltd.,6173.2,1149.3,239.1,57562.4,-3121.4,55327.8,53395.5,17120.1,17120.1,10110.7,2338.7,56979.2,814857.45,495.1,2778.3,3/31/2013,8337.5,2012.4,239.9,64585.1,-1316.9,61014,58381.6,18812.8,18812.8,9632,3698,64074.3,810112.34,-2227.5,6099.2,3/31/2014,12152,3914.7,239.9,75929.5,2071.1,69989.5,66065.3,24882,24882,12073.8,6224.1,73405.1,806571.58,-5594.1,6904.5,3/31/2015,19920.3,5322.7,240,80811.6,3136.8,73278.5,68457.4,31056.5,31056.5,10658.9,7633.1,79575.4,810413.43,-6591.4,8780.3,3/31/2016,25579.8,5548.9,240,88298.8,8744.7,80377.5,75264.3,37020.9,37020.9,10953.7,8436.9,86791.2,808643.04,-1154.9,4019.4,3/31/2017,32112.7,6299.8,240.1,95368.1,13096.4,85807.3,79609.9,46945.4,46945.4,13724.9,9478.9,93800.6,814628.62,-8227.8,11825.8,3/31/2018,40154.2,7603.5,240.3,107003.7,14538.1,96271.9,88691.6,57375.9,57375.9,15890,11222,104824.5,815507.79,-8311,11136.5,3/31/2019,42506,10620.3,240.5,113578.2,9630.7,98120.1,91542.2,73112.5,73112.5,22168.6,14843,109866.8,817964.65,-15683.4,16596.8,3/31/2020,32954.4,-10796.3,240.9,126715.3,6585.3,109547.2,100701.7,74746.9,74746.9,33247.5,17600.3,123777.9,803199.42,4861.6,17915.6,3/31/2021,23784.5,-1912.8,240.9,137310.5,-2973.4,122018.2,113559.6,70636.8,70636.8,38522.9,16031.9,133711.8,813327.93,9306.3,12060.9,3/31/2022
C C L Products (India) Ltd.,2397.3,288,133,4934.1,49.2,4518.5,3919.8,4551.5,4551.5,1752.1,365.3,4924.6,48541.89,-14.9,232.5,3/31/2012,2866,468.6,133,5908.4,244.2,5366.3,4763.3,5149.2,5149.2,1765,545.9,5894.2,48741.43,-495.5,643.8,3/31/2013,3278.8,545.9,266.1,6167,361,5455.1,4812.8,5455.6,5455.6,1632.8,732.6,6157.9,48102.9,-398.1,908.6,3/31/2014,3781.9,506.5,266.1,6786.9,680.1,6034.8,5446.5,5962.9,5962.9,1666.6,746.6,6767.9,48036.38,-226.2,644.4,3/31/2015,4201.1,419.2,266.1,6805.6,342.9,5934.4,5305,6352.8,6352.8,1595.1,819.4,6796.9,46453.35,-767.7,1071.7,3/31/2016,5109.5,829.7,266.1,7152.3,1614.5,6205.2,5474.1,7053.4,7053.4,1295.4,989.8,7131.7,46785.92,-216.4,551.3,3/31/2017,5680.5,577.3,266.1,8288.4,1742.1,7478.6,6730.8,9820.4,9820.4,1664.2,977.6,8244.3,47185,-2495.2,820.6,3/31/2018,6224.4,580.6,266.1,8393.1,194.5,7138.4,6353.9,12132.6,12132.6,3285.4,1254.3,8091.4,46460,-1360.4,1139.2,3/31/2019,7658.1,1491.4,266.1,9629.9,1825.2,7533.3,6511.6,13810.9,13810.9,2810.4,2389.3,8226.6,46812.53,700.5,-155.4,3/31/2020,9017.7,1320.8,266.1,8662.3,1430.3,6943.6,5997.2,14667.3,14667.3,3510.8,1586.9,7951.8,46100.83,-316.6,1397,3/31/2021
C E S C Ltd.,58861.7,4817.1,1249.4,48968.1,13841.2,43425,35070.4,127315.2,127315.2,20467.5,5543.1,47389.1,103593.33,-8153,10229.5,3/31/2012,63693.5,5161.8,1249.4,56692.3,3694.8,50507.3,38566.8,149034.7,149034.7,22219.1,6185,53849.8,103527.05,-19350.6,16070.6,3/31/2013,69130,5349.5,1249.4,57018.6,551.9,50499.7,40183,163335.3,163335.3,26528.9,6518.9,55722.9,103195.66,-18387,19862.7,3/31/2014,79467,5541.3,1325.6,63661.2,3136.6,56684,46070.3,189220.4,189220.4,33855.1,6977.2,62544.6,103460.77,-19727,7315.7,3/31/2015,128678.3,5420,1325.6,70129.4,-6161.6,61678.1,48075.6,273945.3,273945.3,33990.4,8451.3,68853.5,100345.68,-11412.6,19271.1,3/31/2016,131905.3,7033.1,1325.6,77812.5,-8308.2,69183.9,55248.9,284981.6,284981.6,36683.9,8628.6,73151.9,99218.95,-17078.5,16862.6,3/31/2017,93144.7,6702.6,1325.6,82817.5,-27332.6,74200.4,60848.8,261254.7,261254.7,55688.7,8617.1,80829.3,101604.97,-10871,15738.7,3/31/2018,96308.5,6573.9,1325.6,85878.4,-32463.5,76507.9,63432.6,261911.3,261911.3,60278.3,9370.5,84031.1,98887.55,-6621,12196.6,3/31/2019,99048.1,5981.5,1325.6,86513.4,-28452.4,77335.9,63373.3,271632.8,271632.8,58147.3,9177.5,84619.1,94579.45,-1137.1,12823.4,3/31/2020,98443.6,2179.6,1325.6,77293.8,-19884.7,69149.1,57033.2,278789.5,278789.5,48361.1,8144.7,74609.6,90536.46,-10650.3,8097.6,3/31/2021
C S B Bank Ltd.,5341.4,203.9,314.2,11613.8,9619.1,11354.8,2901.7,120530.9,120530.9,3031.8,259,,31505.03,-4618.5,4915.2,3/31/2012,7156.6,253.8,418.5,14160.9,10746,13834.2,3243.4,136242.5,136242.5,3215.3,326.7,,31678.51,-1697.2,5776.4,3/31/2013,7281.3,219.8,418.5,16472.5,9906,16203.7,3937.6,153623.1,153623.1,3161.2,268.8,,32346.43,-18509.3,15224.8,3/31/2014,8281,-531.7,603.4,17080.6,13165.3,17612.3,4223.2,157995.9,157995.9,3512.8,-531.7,,32259.69,2951.4,-2231.8,3/31/2015,8210.3,-1497.2,717.1,16787,12401.6,18284.2,4183.5,156648.7,156648.7,2789.4,-1497.2,,31947.42,-15871.6,14125.8,3/31/2016,9183.5,15.5,809.6,16591.8,17745.9,16576.3,4281.7,162359.4,162359.4,2705.2,15.5,,31895.37,-169.9,3954.3,3/31/2017,8080.2,-974.7,809.6,14792.1,18155.4,15766.8,4203.3,158824,158824,2485.7,-974.7,,31756.58,-178,268.5,3/31/2018,6943.7,-1974.2,859.2,15963.7,14701.2,17937.9,5459.9,169237.6,169237.6,3555.9,-1974.2,,31210.1,-221.4,-8932.5,3/31/2019,17871.7,127.2,1734.6,17323.9,14607.3,17196.7,5098,188738.3,188738.3,3188.9,127.2,,31210.1,-2353.4,-3152,3/31/2020,20067,2184,1734.9,22731,19852.4,20547,6882.3,233453.3,233453.3,5911.7,2184,,31123.36,-12314.3,20057.2,3/31/2021
Cadila Healthcare Ltd.,24547,4869,1024,34347,1542,28343,25721,49470,49470,13947,6575,27474,365066.61,-8174,3717,3/31/2012,28091,3252,1024,37969,300,33076,30419,58116,58116,16935,4986,30943,367625.97,-7092,4452,3/31/2013,35275,6920,1024,46194,2848,37511,34809,65013,65013,16590,9036,36916,369929.39,-4078,8782,3/31/2014,44230,9804,1024,57041,5200,45077,40509,77256,77256,22567,12711,49721,367370.03,-5766,10837,3/31/2015,61738,13584,1024,74689.4,8031,53788.4,46633,97084,97084,26541,20375,67123,360203.83,-10164,19540,3/31/2016,65159,3324,1024,38737,-10485,33657,31058,119764,119764,30314,6619,32608,358770.59,-24797,8671,3/31/2017,76431,10908,1024,60310.4,3960,51271.4,43148,133242,133242,31084,10908,58226,360664.52,280,2877,3/31/2018,84668,11265,1024,71143,10624,57146,44886,152041,152041,31249,14857,60338,350836.59,-7126,5807,3/31/2019,111578,6956,1024,77073,9581,62789,48963,182597,182597,39581,14129,63292,343721.58,550,11806,3/31/2020,126421,14762,1024,79010,-6787,65731,56017,202493,202493,51896,14762,77316,342493.09,-27138,22253,3/31/2021
Can Fin Homes Ltd.,3270.8,366.1,204.9,2905,-4507.6,2467.4,195.8,27514.1,27514.1,4947.6,437.6,,61883.38,82,741.2,3/31/2012,3716.8,446,204.9,4009.3,-7072,3468.1,315.1,40829.8,40829.8,7440.4,541.2,,60851.44,-25.7,1027.3,3/31/2013,4318.1,601.3,204.9,5815.6,-10421.8,5058.5,384.8,59237.8,59237.8,10923.9,757.1,,60818.15,-9.3,1138.1,3/31/2014,7448.6,643.7,266.2,8170.4,-19428.9,7308,489.5,83555.2,83555.2,20297.7,862.4,,60498.58,-35.3,529.3,3/31/2015,8514.2,1250.6,266.2,10835.5,-26824.2,9264.4,598.4,108693.8,108693.8,28709.2,1571.1,,58461.32,-108,3819.5,3/31/2016,10496.8,2352.6,266.2,13537.2,-40368.5,11184.6,758.5,133902.9,133902.9,40503.6,2352.6,,58993.94,-68.9,-23559,3/31/2017,14603.6,2541.4,266.3,15253.2,-29095.8,12391.3,844.5,158301.6,158301.6,4221.4,2861.9,,59446.66,-20.8,-20182.3,3/31/2018,17555.6,2646.4,266.3,17313.6,-25941.2,14346.2,774.4,188292.7,188292.7,1664,2967.4,,56503.95,-37.1,-23349.3,3/31/2019,21234.5,3440.2,266.3,20304.6,-15388.9,16543.4,851.7,211619.7,211619.7,2276.8,3761.2,,55711.69,-131.3,-18421.2,3/31/2020,25831.7,4294.3,266.3,20184.3,-55067.5,15623.7,1016,222273.2,222273.2,2884.5,4560.6,,55252.3,-282.6,-8512.4,3/31/2021
